"country_code","country_name","income_group","year","indicator_name","gdp"
"HTI","Haiti","Low income (L)",1995,"GDP (current US$)",2813313279
"HND","Honduras","Low income (L)",1995,"GDP (current US$)",5347445005
"HKG","Hong Kong SAR, China","High income (H)",1995,"GDP (current US$)",1.44653e+11
"HUN","Hungary","Upper middle income (UM)",1995,"GDP (current US$)",46425677734
"ISL","Iceland","High income (H)",1995,"GDP (current US$)",7134341218
"IND","India","Low income (L)",1995,"GDP (current US$)",3.60282e+11
"IDN","Indonesia","Lower middle income (LM)",1995,"GDP (current US$)",2.02132e+11
"IRN","Iran, Islamic Rep.","Lower middle income (LM)",1995,"GDP (current US$)",96419225744
"IRL","Ireland","High income (H)",1995,"GDP (current US$)",69222624369
"IMN","Isle of Man","Upper middle income (UM)",1995,"GDP (current US$)",914727080.6
"ISR","Israel","High income (H)",1995,"GDP (current US$)",1.00385e+11
"ITA","Italy","High income (H)",1995,"GDP (current US$)",1.17466e+12
"JAM","Jamaica","Lower middle income (LM)",1995,"GDP (current US$)",6538840170
"JPN","Japan","High income (H)",1995,"GDP (current US$)",5.44912e+12
"JOR","Jordan","Lower middle income (LM)",1995,"GDP (current US$)",6821989155
"KAZ","Kazakhstan","Lower middle income (LM)",1995,"GDP (current US$)",20374307047
"KEN","Kenya","Low income (L)",1995,"GDP (current US$)",9046326060
"KIR","Kiribati","Lower middle income (LM)",1995,"GDP (current US$)",56338028.17
"KOR","Korea, Rep.","High income (H)",1995,"GDP (current US$)",5.56131e+11
"KWT","Kuwait","High income (H)",1995,"GDP (current US$)",27191353887
"KGZ","Kyrgyz Republic","Low income (L)",1995,"GDP (current US$)",1661018519
"LAO","Lao PDR","Low income (L)",1995,"GDP (current US$)",1763536305
"LVA","Latvia","Lower middle income (LM)",1995,"GDP (current US$)",5770516258
"LBN","Lebanon","Lower middle income (LM)",1995,"GDP (current US$)",11718795528
"LSO","Lesotho","Lower middle income (LM)",1995,"GDP (current US$)",1001889857
"LBY","Libya","Upper middle income (UM)",1995,"GDP (current US$)",25544128199
"LIE","Liechtenstein","High income (H)",1995,"GDP (current US$)",2428461395
"LTU","Lithuania","Lower middle income (LM)",1995,"GDP (current US$)",7870782261
"LUX","Luxembourg","High income (H)",1995,"GDP (current US$)",21588170498
"MAC","Macao SAR, China","High income (H)",1995,"GDP (current US$)",6996034037
"MDG","Madagascar","Low income (L)",1995,"GDP (current US$)",3159901232
"MWI","Malawi","Low income (L)",1995,"GDP (current US$)",1397457932
"MYS","Malaysia","Upper middle income (UM)",1995,"GDP (current US$)",88705342903
"MDV","Maldives","Lower middle income (LM)",1995,"GDP (current US$)",398988955
"MLI","Mali","Low income (L)",1995,"GDP (current US$)",2706425298
"MLT","Malta","Upper middle income (UM)",1995,"GDP (current US$)",3439931907
"MHL","Marshall Islands","Lower middle income (LM)",1995,"GDP (current US$)",120230000
"MRT","Mauritania","Low income (L)",1995,"GDP (current US$)",1415296706
"MUS","Mauritius","Upper middle income (UM)",1995,"GDP (current US$)",4040345933
"MEX","Mexico","Upper middle income (UM)",1995,"GDP (current US$)",3.60074e+11
"FSM","Micronesia, Fed. Sts.","Lower middle income (LM)",1995,"GDP (current US$)",221575348
"MDA","Moldova","Lower middle income (LM)",1995,"GDP (current US$)",1752979926
"MCO","Monaco","High income (H)",1995,"GDP (current US$)",3130270895
"MNG","Mongolia","Low income (L)",1995,"GDP (current US$)",1452165005
"MAR","Morocco","Lower middle income (LM)",1995,"GDP (current US$)",39030285468
"MOZ","Mozambique","Low income (L)",1995,"GDP (current US$)",2900913488
"NAM","Namibia","Lower middle income (LM)",1995,"GDP (current US$)",3942478206
"NPL","Nepal","Low income (L)",1995,"GDP (current US$)",4401104418
"NLD","Netherlands","High income (H)",1995,"GDP (current US$)",4.52302e+11
"NCL","New Caledonia","High income (H)",1995,"GDP (current US$)",3628440275
"NZL","New Zealand","High income (H)",1995,"GDP (current US$)",63918703507
"NIC","Nicaragua","Low income (L)",1995,"GDP (current US$)",4140470000
"NER","Niger","Low income (L)",1995,"GDP (current US$)",1880803362
"NGA","Nigeria","Low income (L)",1995,"GDP (current US$)",44062465800
"MKD","North Macedonia","Lower middle income (LM)",1995,"GDP (current US$)",4680078740
"NOR","Norway","High income (H)",1995,"GDP (current US$)",1.5203e+11
"OMN","Oman","Upper middle income (UM)",1995,"GDP (current US$)",13802600780
"PAK","Pakistan","Low income (L)",1995,"GDP (current US$)",60636022423
"PAN","Panama","Lower middle income (LM)",1995,"GDP (current US$)",9573813700
"PNG","Papua New Guinea","Lower middle income (LM)",1995,"GDP (current US$)",4636057476
"PRY","Paraguay","Lower middle income (LM)",1995,"GDP (current US$)",9062131475
"PER","Peru","Lower middle income (LM)",1995,"GDP (current US$)",53312793687
"PHL","Philippines","Lower middle income (LM)",1995,"GDP (current US$)",74119987245
"POL","Poland","Lower middle income (LM)",1995,"GDP (current US$)",1.42137e+11
"PRT","Portugal","High income (H)",1995,"GDP (current US$)",1.18122e+11
"PRI","Puerto Rico","Upper middle income (UM)",1995,"GDP (current US$)",42647331000
"QAT","Qatar","High income (H)",1995,"GDP (current US$)",8137911978
"ROU","Romania","Lower middle income (LM)",1995,"GDP (current US$)",37435317265
"RUS","Russian Federation","Lower middle income (LM)",1995,"GDP (current US$)",3.95537e+11
"RWA","Rwanda","Low income (L)",1995,"GDP (current US$)",1293535011
"WSM","Samoa","Lower middle income (LM)",1995,"GDP (current US$)",224865731.4
"SAU","Saudi Arabia","Upper middle income (UM)",1995,"GDP (current US$)",1.43343e+11
"SEN","Senegal","Low income (L)",1995,"GDP (current US$)",6176312552
"SYC","Seychelles","Upper middle income (UM)",1995,"GDP (current US$)",508221508.2
"SLE","Sierra Leone","Low income (L)",1995,"GDP (current US$)",870758739.4
"SGP","Singapore","High income (H)",1995,"GDP (current US$)",87810991957
"SVK","Slovak Republic","Lower middle income (LM)",1995,"GDP (current US$)",25840146405
"SVN","Slovenia","Upper middle income (UM)",1995,"GDP (current US$)",21352223817
"SLB","Solomon Islands","Lower middle income (LM)",1995,"GDP (current US$)",519334096.7
"ZAF","South Africa","Upper middle income (UM)",1995,"GDP (current US$)",1.55461e+11
"ESP","Spain","High income (H)",1995,"GDP (current US$)",6.14609e+11
"LKA","Sri Lanka","Low income (L)",1995,"GDP (current US$)",13029697561
"KNA","St. Kitts and Nevis","Upper middle income (UM)",1995,"GDP (current US$)",313483370.4
"LCA","St. Lucia","Upper middle income (UM)",1995,"GDP (current US$)",682370000
"VCT","St. Vincent and the Grenadines","Lower middle income (LM)",1995,"GDP (current US$)",316008481.5
"SDN","Sudan","Low income (L)",1995,"GDP (current US$)",13829744879
"SUR","Suriname","Lower middle income (LM)",1995,"GDP (current US$)",691590497.7
"SWE","Sweden","High income (H)",1995,"GDP (current US$)",2.65393e+11
"CHE","Switzerland","High income (H)",1995,"GDP (current US$)",3.42617e+11
"SYR","Syrian Arab Republic","Lower middle income (LM)",1995,"GDP (current US$)",11396706587
"TJK","Tajikistan","Low income (L)",1995,"GDP (current US$)",1231567145
"TZA","Tanzania","Low income (L)",1995,"GDP (current US$)",5255221425
"THA","Thailand","Lower middle income (LM)",1995,"GDP (current US$)",1.69279e+11
"TGO","Togo","Low income (L)",1995,"GDP (current US$)",1309382885
"TON","Tonga","Lower middle income (LM)",1995,"GDP (current US$)",202547013.9
"TTO","Trinidad and Tobago","Upper middle income (UM)",1995,"GDP (current US$)",5329214163
"TUN","Tunisia","Lower middle income (LM)",1995,"GDP (current US$)",18030876599
"TUR","Turkey","Lower middle income (LM)",1995,"GDP (current US$)",1.69486e+11
"TKM","Turkmenistan","Lower middle income (LM)",1995,"GDP (current US$)",2482228440
"UGA","Uganda","Low income (L)",1995,"GDP (current US$)",5755818947
"UKR","Ukraine","Lower middle income (LM)",1995,"GDP (current US$)",48213868178
"ARE","United Arab Emirates","High income (H)",1995,"GDP (current US$)",65743666576
"GBR","United Kingdom","High income (H)",1995,"GDP (current US$)",1.34158e+12
"USA","United States","High income (H)",1995,"GDP (current US$)",7.63975e+12
"URY","Uruguay","Upper middle income (UM)",1995,"GDP (current US$)",19297663097
"UZB","Uzbekistan","Lower middle income (LM)",1995,"GDP (current US$)",13350468917
"VUT","Vanuatu","Lower middle income (LM)",1995,"GDP (current US$)",233902114.9
"VEN","Venezuela, RB","Lower middle income (LM)",1995,"GDP (current US$)",77407726244
"VNM","Vietnam","Low income (L)",1995,"GDP (current US$)",20736164459
"PSE","West Bank and Gaza","Lower middle income (LM)",1995,"GDP (current US$)",3282800000
"YEM","Yemen, Rep.","Low income (L)",1995,"GDP (current US$)",4258788725
"ZMB","Zambia","Low income (L)",1995,"GDP (current US$)",3807067122
"ZWE","Zimbabwe","Low income (L)",1995,"GDP (current US$)",7111270700
"ALB","Albania","Lower middle income (LM)",1996,"GDP (current US$)",3199642580
"DZA","Algeria","Lower middle income (LM)",1996,"GDP (current US$)",46941496780
"AND","Andorra","High income (H)",1996,"GDP (current US$)",1223945357
"AGO","Angola","Low income (L)",1996,"GDP (current US$)",7526446606
"ATG","Antigua and Barbuda","Upper middle income (UM)",1996,"GDP (current US$)",633730629.6
"ARG","Argentina","Upper middle income (UM)",1996,"GDP (current US$)",2.7215e+11
"ARM","Armenia","Low income (L)",1996,"GDP (current US$)",1596968913
"ABW","Aruba","High income (H)",1996,"GDP (current US$)",1379960894
"AUS","Australia","High income (H)",1996,"GDP (current US$)",4.00303e+11
"AUT","Austria","High income (H)",1996,"GDP (current US$)",2.37251e+11
"AZE","Azerbaijan","Low income (L)",1996,"GDP (current US$)",3176703092
"BHS","Bahamas, The","High income (H)",1996,"GDP (current US$)",3.609e+09
"BHR","Bahrain","Upper middle income (UM)",1996,"GDP (current US$)",6101861436
"BGD","Bangladesh","Low income (L)",1996,"GDP (current US$)",46438484108
"BRB","Barbados","Upper middle income (UM)",1996,"GDP (current US$)",2411872918
"BLR","Belarus","Lower middle income (LM)",1996,"GDP (current US$)",14756846154
"BEL","Belgium","High income (H)",1996,"GDP (current US$)",2.79201e+11
"BLZ","Belize","Lower middle income (LM)",1996,"GDP (current US$)",641383800
"BEN","Benin","Low income (L)",1996,"GDP (current US$)",2361116588
"BMU","Bermuda","High income (H)",1996,"GDP (current US$)",2695390000
"BTN","Bhutan","Low income (L)",1996,"GDP (current US$)",316420860.9
"BOL","Bolivia","Lower middle income (LM)",1996,"GDP (current US$)",7396966657
"BIH","Bosnia and Herzegovina","Low income (L)",1996,"GDP (current US$)",2786045322
"BWA","Botswana","Lower middle income (LM)",1996,"GDP (current US$)",4847752843
"BRA","Brazil","Upper middle income (UM)",1996,"GDP (current US$)",8.50426e+11
"BRN","Brunei Darussalam","High income (H)",1996,"GDP (current US$)",5115602837
"BGR","Bulgaria","Lower middle income (LM)",1996,"GDP (current US$)",12184935357
"BFA","Burkina Faso","Low income (L)",1996,"GDP (current US$)",2586550747
"BDI","Burundi","Low income (L)",1996,"GDP (current US$)",869033856.3
"CPV","Cabo Verde","Lower middle income (LM)",1996,"GDP (current US$)",501979069.3
"KHM","Cambodia","Low income (L)",1996,"GDP (current US$)",3506695720
"CMR","Cameroon","Low income (L)",1996,"GDP (current US$)",10513387442
"CAN","Canada","High income (H)",1996,"GDP (current US$)",6.28546e+11
"CAF","Central African Republic","Low income (L)",1996,"GDP (current US$)",1007791186
"TCD","Chad","Low income (L)",1996,"GDP (current US$)",1607345450
"CHL","Chile","Upper middle income (UM)",1996,"GDP (current US$)",78039572222
"CHN","China","Low income (L)",1996,"GDP (current US$)",8.63747e+11
"COL","Colombia","Lower middle income (LM)",1996,"GDP (current US$)",97160109278
"COM","Comoros","Low income (L)",1996,"GDP (current US$)",396053797.6
"COD","Congo, Dem. Rep.","Low income (L)",1996,"GDP (current US$)",5771454940
"COG","Congo, Rep.","Low income (L)",1996,"GDP (current US$)",2540697688
"CRI","Costa Rica","Lower middle income (LM)",1996,"GDP (current US$)",11618286652
"CIV","Côte d'Ivoire","Low income (L)",1996,"GDP (current US$)",12139234939
"HRV","Croatia","Upper middle income (UM)",1996,"GDP (current US$)",23710279342
"CUB","Cuba","Lower middle income (LM)",1996,"GDP (current US$)",25017368700
"CYP","Cyprus","High income (H)",1996,"GDP (current US$)",10011918444
"CZE","Czech Republic","Upper middle income (UM)",1996,"GDP (current US$)",66985765439
"DNK","Denmark","High income (H)",1996,"GDP (current US$)",1.87632e+11
"DJI","Djibouti","Lower middle income (LM)",1996,"GDP (current US$)",494004647.7
"DMA","Dominica","Lower middle income (LM)",1996,"GDP (current US$)",292286000
"DOM","Dominican Republic","Lower middle income (LM)",1996,"GDP (current US$)",18241691857
"ECU","Ecuador","Lower middle income (LM)",1996,"GDP (current US$)",25226393197
"EGY","Egypt, Arab Rep.","Lower middle income (LM)",1996,"GDP (current US$)",67629716981
"SLV","El Salvador","Lower middle income (LM)",1996,"GDP (current US$)",9586327800
"GNQ","Equatorial Guinea","Low income (L)",1996,"GDP (current US$)",232463036.4
"ERI","Eritrea","Low income (L)",1996,"GDP (current US$)",693535954.2
"EST","Estonia","Lower middle income (LM)",1996,"GDP (current US$)",4780169853
"SWZ","Eswatini","Lower middle income (LM)",1996,"GDP (current US$)",1602760100
"ETH","Ethiopia","Low income (L)",1996,"GDP (current US$)",8547939731
"FJI","Fiji","Lower middle income (LM)",1996,"GDP (current US$)",2129266728
"FIN","Finland","High income (H)",1996,"GDP (current US$)",1.32129e+11
"FRA","France","High income (H)",1996,"GDP (current US$)",1.60568e+12
"PYF","French Polynesia","High income (H)",1996,"GDP (current US$)",3954696874
"GAB","Gabon","Upper middle income (UM)",1996,"GDP (current US$)",5694040337
"GMB","Gambia, The","Low income (L)",1996,"GDP (current US$)",848237108.6
"GEO","Georgia","Lower middle income (LM)",1996,"GDP (current US$)",3094935187
"DEU","Germany","High income (H)",1996,"GDP (current US$)",2.49724e+12
"GHA","Ghana","Low income (L)",1996,"GDP (current US$)",6934984709
"GRC","Greece","High income (H)",1996,"GDP (current US$)",1.45862e+11
"GRL","Greenland","High income (H)",1996,"GDP (current US$)",1197509787
"GRD","Grenada","Lower middle income (LM)",1996,"GDP (current US$)",366911444.4
"GTM","Guatemala","Lower middle income (LM)",1996,"GDP (current US$)",15674835615
"GIN","Guinea","Low income (L)",1996,"GDP (current US$)",3869032271
"GNB","Guinea-Bissau","Low income (L)",1996,"GDP (current US$)",270419779.4
"GUY","Guyana","Low income (L)",1996,"GDP (current US$)",705406001.4
"HTI","Haiti","Low income (L)",1996,"GDP (current US$)",2907514523
"HND","Honduras","Low income (L)",1996,"GDP (current US$)",5215028986
"HKG","Hong Kong SAR, China","High income (H)",1996,"GDP (current US$)",1.59717e+11
"HUN","Hungary","Upper middle income (UM)",1996,"GDP (current US$)",46658755152
"ISL","Iceland","High income (H)",1996,"GDP (current US$)",7438183247
"IND","India","Low income (L)",1996,"GDP (current US$)",3.92897e+11
"IDN","Indonesia","Lower middle income (LM)",1996,"GDP (current US$)",2.2737e+11
"IRN","Iran, Islamic Rep.","Lower middle income (LM)",1996,"GDP (current US$)",1.20404e+11
"IRL","Ireland","High income (H)",1996,"GDP (current US$)",75880630166
"IMN","Isle of Man","Upper middle income (UM)",1996,"GDP (current US$)",1023086919
"ISR","Israel","High income (H)",1996,"GDP (current US$)",1.09996e+11
"ITA","Italy","High income (H)",1996,"GDP (current US$)",1.31243e+12
"JAM","Jamaica","Lower middle income (LM)",1996,"GDP (current US$)",7.368e+09
"JPN","Japan","High income (H)",1996,"GDP (current US$)",4.83371e+12
"JOR","Jordan","Lower middle income (LM)",1996,"GDP (current US$)",7024203103
"KAZ","Kazakhstan","Lower middle income (LM)",1996,"GDP (current US$)",21035357833
"KEN","Kenya","Low income (L)",1996,"GDP (current US$)",12045858436
"KIR","Kiribati","Lower middle income (LM)",1996,"GDP (current US$)",66515376.79
"KOR","Korea, Rep.","High income (H)",1996,"GDP (current US$)",5.98099e+11
"KWT","Kuwait","High income (H)",1996,"GDP (current US$)",31493319973
"KGZ","Kyrgyz Republic","Low income (L)",1996,"GDP (current US$)",1827570586
"LAO","Lao PDR","Low income (L)",1996,"GDP (current US$)",1873671550
"LVA","Latvia","Lower middle income (LM)",1996,"GDP (current US$)",5952007402
"LBN","Lebanon","Lower middle income (LM)",1996,"GDP (current US$)",13690217333
"LSO","Lesotho","Low income (L)",1996,"GDP (current US$)",946123275.9
"LBY","Libya","Upper middle income (UM)",1996,"GDP (current US$)",27884615385
"LIE","Liechtenstein","High income (H)",1996,"GDP (current US$)",2504033252
"LTU","Lithuania","Lower middle income (LM)",1996,"GDP (current US$)",8385109020
"LUX","Luxembourg","High income (H)",1996,"GDP (current US$)",21776609772
"MAC","Macao SAR, China","High income (H)",1996,"GDP (current US$)",7122539667
"MDG","Madagascar","Low income (L)",1996,"GDP (current US$)",3995028593
"MWI","Malawi","Low income (L)",1996,"GDP (current US$)",2281034131
"MYS","Malaysia","Upper middle income (UM)",1996,"GDP (current US$)",1.00855e+11
"MDV","Maldives","Lower middle income (LM)",1996,"GDP (current US$)",450382328
"MLI","Mali","Low income (L)",1996,"GDP (current US$)",2780422212
"MLT","Malta","Upper middle income (UM)",1996,"GDP (current US$)",3570271558
"MHL","Marshall Islands","Lower middle income (LM)",1996,"GDP (current US$)",110858000
"MRT","Mauritania","Low income (L)",1996,"GDP (current US$)",1442598432
"MUS","Mauritius","Upper middle income (UM)",1996,"GDP (current US$)",4421943910
"MEX","Mexico","Upper middle income (UM)",1996,"GDP (current US$)",4.10976e+11
"FSM","Micronesia, Fed. Sts.","Lower middle income (LM)",1996,"GDP (current US$)",218534683.2
"MDA","Moldova","Low income (L)",1996,"GDP (current US$)",1695122174
"MCO","Monaco","High income (H)",1996,"GDP (current US$)",3137848801
"MNG","Mongolia","Low income (L)",1996,"GDP (current US$)",1345719472
"MAR","Morocco","Lower middle income (LM)",1996,"GDP (current US$)",43161452678
"MOZ","Mozambique","Low income (L)",1996,"GDP (current US$)",4163397089
"NAM","Namibia","Lower middle income (LM)",1996,"GDP (current US$)",3945340776
"NPL","Nepal","Low income (L)",1996,"GDP (current US$)",4521580381
"NLD","Netherlands","High income (H)",1996,"GDP (current US$)",4.5049e+11
"NCL","New Caledonia","High income (H)",1996,"GDP (current US$)",3606968434
"NZL","New Zealand","High income (H)",1996,"GDP (current US$)",70140835299
"NIC","Nicaragua","Low income (L)",1996,"GDP (current US$)",4308351903
"NER","Niger","Low income (L)",1996,"GDP (current US$)",1987770899
"NGA","Nigeria","Low income (L)",1996,"GDP (current US$)",51075815093
"MKD","North Macedonia","Lower middle income (LM)",1996,"GDP (current US$)",4651453634
"NOR","Norway","High income (H)",1996,"GDP (current US$)",1.6352e+11
"OMN","Oman","Upper middle income (UM)",1996,"GDP (current US$)",15277763329
"PAK","Pakistan","Low income (L)",1996,"GDP (current US$)",63320122807
"PAN","Panama","Lower middle income (LM)",1996,"GDP (current US$)",9870494000
"PNG","Papua New Guinea","Lower middle income (LM)",1996,"GDP (current US$)",5155311077
"PRY","Paraguay","Lower middle income (LM)",1996,"GDP (current US$)",9788391781
"PER","Peru","Lower middle income (LM)",1996,"GDP (current US$)",55252414130
"PHL","Philippines","Lower middle income (LM)",1996,"GDP (current US$)",82848140618
"POL","Poland","Upper middle income (UM)",1996,"GDP (current US$)",1.59943e+11
"PRT","Portugal","High income (H)",1996,"GDP (current US$)",1.2263e+11
"PRI","Puerto Rico","Upper middle income (UM)",1996,"GDP (current US$)",45340835000
"QAT","Qatar","High income (H)",1996,"GDP (current US$)",9059340385
"ROU","Romania","Lower middle income (LM)",1996,"GDP (current US$)",36937074278
"RUS","Russian Federation","Lower middle income (LM)",1996,"GDP (current US$)",3.91725e+11
"RWA","Rwanda","Low income (L)",1996,"GDP (current US$)",1382334879
"WSM","Samoa","Lower middle income (LM)",1996,"GDP (current US$)",249908970.7
"SAU","Saudi Arabia","Upper middle income (UM)",1996,"GDP (current US$)",1.58662e+11
"SEN","Senegal","Low income (L)",1996,"GDP (current US$)",6413189839
"SYC","Seychelles","Upper middle income (UM)",1996,"GDP (current US$)",503068472.2
"SLE","Sierra Leone","Low income (L)",1996,"GDP (current US$)",941742152.7
"SGP","Singapore","High income (H)",1996,"GDP (current US$)",96295886525
"SVK","Slovak Republic","Upper middle income (UM)",1996,"GDP (current US$)",27925036755
"SVN","Slovenia","Upper middle income (UM)",1996,"GDP (current US$)",21507233003
"SLB","Solomon Islands","Lower middle income (LM)",1996,"GDP (current US$)",565163750.6
"ZAF","South Africa","Upper middle income (UM)",1996,"GDP (current US$)",1.47606e+11
"ESP","Spain","High income (H)",1996,"GDP (current US$)",6.42589e+11
"LKA","Sri Lanka","Low income (L)",1996,"GDP (current US$)",13897738375
"KNA","St. Kitts and Nevis","Upper middle income (UM)",1996,"GDP (current US$)",333946111.1
"LCA","St. Lucia","Upper middle income (UM)",1996,"GDP (current US$)",705672777.8
"VCT","St. Vincent and the Grenadines","Lower middle income (LM)",1996,"GDP (current US$)",331489703.7
"SDN","Sudan","Low income (L)",1996,"GDP (current US$)",9018243044
"SUR","Suriname","Lower middle income (LM)",1996,"GDP (current US$)",861411471.3
"SWE","Sweden","High income (H)",1996,"GDP (current US$)",2.89756e+11
"CHE","Switzerland","High income (H)",1996,"GDP (current US$)",3.30091e+11
"SYR","Syrian Arab Republic","Lower middle income (LM)",1996,"GDP (current US$)",13789560878
"TJK","Tajikistan","Low income (L)",1996,"GDP (current US$)",1043654822
"TZA","Tanzania","Low income (L)",1996,"GDP (current US$)",6496195451
"THA","Thailand","Lower middle income (LM)",1996,"GDP (current US$)",1.83035e+11
"TGO","Togo","Low income (L)",1996,"GDP (current US$)",1465448290
"TON","Tonga","Lower middle income (LM)",1996,"GDP (current US$)",219583570.1
"TTO","Trinidad and Tobago","Upper middle income (UM)",1996,"GDP (current US$)",5759537726
"TUN","Tunisia","Lower middle income (LM)",1996,"GDP (current US$)",19587322786
"TUR","Turkey","Lower middle income (LM)",1996,"GDP (current US$)",1.81476e+11
"TKM","Turkmenistan","Lower middle income (LM)",1996,"GDP (current US$)",2378759975
"UGA","Uganda","Low income (L)",1996,"GDP (current US$)",6044585327
"UKR","Ukraine","Lower middle income (LM)",1996,"GDP (current US$)",44558077827
"ARE","United Arab Emirates","High income (H)",1996,"GDP (current US$)",73571233996
"GBR","United Kingdom","High income (H)",1996,"GDP (current US$)",1.41536e+12
"USA","United States","High income (H)",1996,"GDP (current US$)",8.07312e+12
"URY","Uruguay","Upper middle income (UM)",1996,"GDP (current US$)",20515543039
"UZB","Uzbekistan","Lower middle income (LM)",1996,"GDP (current US$)",13948892216
"VUT","Vanuatu","Lower middle income (LM)",1996,"GDP (current US$)",245177633.2
"VEN","Venezuela, RB","Lower middle income (LM)",1996,"GDP (current US$)",70543211119
"VNM","Vietnam","Low income (L)",1996,"GDP (current US$)",24657470575
"PSE","West Bank and Gaza","Lower middle income (LM)",1996,"GDP (current US$)",3409600000
"YEM","Yemen, Rep.","Low income (L)",1996,"GDP (current US$)",5785685311
"ZMB","Zambia","Low income (L)",1996,"GDP (current US$)",3597220962
"ZWE","Zimbabwe","Low income (L)",1996,"GDP (current US$)",8553146600
"ALB","Albania","Low income (L)",1997,"GDP (current US$)",2258515610
"DZA","Algeria","Lower middle income (LM)",1997,"GDP (current US$)",48177862502
"AND","Andorra","High income (H)",1997,"GDP (current US$)",1180597273
"AGO","Angola","Low income (L)",1997,"GDP (current US$)",7648377413
"ATG","Antigua and Barbuda","Upper middle income (UM)",1997,"GDP (current US$)",680617111.1
"ARG","Argentina","Upper middle income (UM)",1997,"GDP (current US$)",2.92859e+11
"ARM","Armenia","Low income (L)",1997,"GDP (current US$)",1639492424
"ABW","Aruba","High income (H)",1997,"GDP (current US$)",1531944134
"AUS","Australia","High income (H)",1997,"GDP (current US$)",4.34568e+11
"AUT","Austria","High income (H)",1997,"GDP (current US$)",2.1279e+11
"AZE","Azerbaijan","Low income (L)",1997,"GDP (current US$)",3962735257
"BHS","Bahamas, The","High income (H)",1997,"GDP (current US$)",6332360000
"BHR","Bahrain","Upper middle income (UM)",1997,"GDP (current US$)",6349202394
"BGD","Bangladesh","Low income (L)",1997,"GDP (current US$)",48244309133
"BRB","Barbados","Upper middle income (UM)",1997,"GDP (current US$)",2549296475
"BLR","Belarus","Lower middle income (LM)",1997,"GDP (current US$)",14128408566
"BEL","Belgium","High income (H)",1997,"GDP (current US$)",2.52708e+11
"BLZ","Belize","Lower middle income (LM)",1997,"GDP (current US$)",654314350
"BEN","Benin","Low income (L)",1997,"GDP (current US$)",2268301538
"BMU","Bermuda","High income (H)",1997,"GDP (current US$)",2932827000
"BTN","Bhutan","Low income (L)",1997,"GDP (current US$)",365964500.1
"BOL","Bolivia","Lower middle income (LM)",1997,"GDP (current US$)",7925673448
"BIH","Bosnia and Herzegovina","Low income (L)",1997,"GDP (current US$)",3671816504
"BWA","Botswana","Upper middle income (UM)",1997,"GDP (current US$)",5020214747
"BRA","Brazil","Upper middle income (UM)",1997,"GDP (current US$)",8.832e+11
"BRN","Brunei Darussalam","High income (H)",1997,"GDP (current US$)",5197332974
"BGR","Bulgaria","Lower middle income (LM)",1997,"GDP (current US$)",11211546465
"BFA","Burkina Faso","Low income (L)",1997,"GDP (current US$)",2447669404
"BDI","Burundi","Low income (L)",1997,"GDP (current US$)",972896267.9
"CPV","Cabo Verde","Lower middle income (LM)",1997,"GDP (current US$)",490608657.9
"KHM","Cambodia","Low income (L)",1997,"GDP (current US$)",3443413389
"CMR","Cameroon","Low income (L)",1997,"GDP (current US$)",10833497458
"CAN","Canada","High income (H)",1997,"GDP (current US$)",6.52824e+11
"CAF","Central African Republic","Low income (L)",1997,"GDP (current US$)",937741468
"TCD","Chad","Low income (L)",1997,"GDP (current US$)",1544689503
"CHL","Chile","Upper middle income (UM)",1997,"GDP (current US$)",84952360922
"CHN","China","Lower middle income (LM)",1997,"GDP (current US$)",9.61604e+11
"COL","Colombia","Lower middle income (LM)",1997,"GDP (current US$)",1.0666e+11
"COM","Comoros","Low income (L)",1997,"GDP (current US$)",364445589.7
"COD","Congo, Dem. Rep.","Low income (L)",1997,"GDP (current US$)",6090840548
"COG","Congo, Rep.","Low income (L)",1997,"GDP (current US$)",2322718991
"CRI","Costa Rica","Lower middle income (LM)",1997,"GDP (current US$)",12552071488
"CIV","Côte d'Ivoire","Low income (L)",1997,"GDP (current US$)",11722142706
"HRV","Croatia","Upper middle income (UM)",1997,"GDP (current US$)",23854803104
"CUB","Cuba","Lower middle income (LM)",1997,"GDP (current US$)",25365908100
"CYP","Cyprus","High income (H)",1997,"GDP (current US$)",9547818700
"CZE","Czech Republic","Upper middle income (UM)",1997,"GDP (current US$)",61792161168
"DNK","Denmark","High income (H)",1997,"GDP (current US$)",1.73538e+11
"DJI","Djibouti","Lower middle income (LM)",1997,"GDP (current US$)",502675542
"DMA","Dominica","Lower middle income (LM)",1997,"GDP (current US$)",302989185.2
"DOM","Dominican Republic","Lower middle income (LM)",1997,"GDP (current US$)",20017908829
"ECU","Ecuador","Lower middle income (LM)",1997,"GDP (current US$)",28162053027
"EGY","Egypt, Arab Rep.","Lower middle income (LM)",1997,"GDP (current US$)",78436578171
"SLV","El Salvador","Lower middle income (LM)",1997,"GDP (current US$)",10221705900
"GNQ","Equatorial Guinea","Lower middle income (LM)",1997,"GDP (current US$)",442337849.5
"ERI","Eritrea","Low income (L)",1997,"GDP (current US$)",686490090.1
"EST","Estonia","Upper middle income (UM)",1997,"GDP (current US$)",5147711226
"SWZ","Eswatini","Lower middle income (LM)",1997,"GDP (current US$)",1716699913
"ETH","Ethiopia","Low income (L)",1997,"GDP (current US$)",8589211390
"FJI","Fiji","Lower middle income (LM)",1997,"GDP (current US$)",2093994597
