"country_name","country_code","indicator_name","year","gdp_growth"
"Nepal","NPL","GDP growth (annual %)",1980,-2.319394203
"New Zealand","NZL","GDP growth (annual %)",1980,1.284145662
"OECD members","OED","GDP growth (annual %)",1980,1.391542511
"Oman","OMN","GDP growth (annual %)",1980,6.035444115
"Pakistan","PAK","GDP growth (annual %)",1980,10.21570404
"Panama","PAN","GDP growth (annual %)",1980,13.08448173
"Peru","PER","GDP growth (annual %)",1980,5.943335398
"Philippines","PHL","GDP growth (annual %)",1980,5.148911294
"Papua New Guinea","PNG","GDP growth (annual %)",1980,-2.303451199
"Pre-demographic dividend","PRE","GDP growth (annual %)",1980,4.902892893
"Puerto Rico","PRI","GDP growth (annual %)",1980,4.243465305
"Portugal","PRT","GDP growth (annual %)",1980,4.589340169
"Paraguay","PRY","GDP growth (annual %)",1980,11.71214594
"Post-demographic dividend","PST","GDP growth (annual %)",1980,1.239614139
"French Polynesia","PYF","GDP growth (annual %)",1980,0.484901265
"Rwanda","RWA","GDP growth (annual %)",1980,8.951612331
"South Asia","SAS","GDP growth (annual %)",1980,6.510191396
"Saudi Arabia","SAU","GDP growth (annual %)",1980,5.652457607
"Sudan","SDN","GDP growth (annual %)",1980,1.524310148
"Senegal","SEN","GDP growth (annual %)",1980,-3.31064773
"Singapore","SGP","GDP growth (annual %)",1980,10.11338116
"Sierra Leone","SLE","GDP growth (annual %)",1980,4.843503756
"El Salvador","SLV","GDP growth (annual %)",1980,-11.77131766
"Somalia","SOM","GDP growth (annual %)",1980,-3.901390044
"Sub-Saharan Africa (excluding high income)","SSA","GDP growth (annual %)",1980,4.042591225
"Sub-Saharan Africa","SSF","GDP growth (annual %)",1980,4.035719767
"Suriname","SUR","GDP growth (annual %)",1980,-8.8
"Sweden","SWE","GDP growth (annual %)",1980,1.699971418
"Eswatini","SWZ","GDP growth (annual %)",1980,12.44905217
"Seychelles","SYC","GDP growth (annual %)",1980,-4.248522589
"Syrian Arab Republic","SYR","GDP growth (annual %)",1980,11.98320186
"Chad","TCD","GDP growth (annual %)",1980,-6.047670747
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP growth (annual %)",1980,7.620385446
"Togo","TGO","GDP growth (annual %)",1980,14.57695611
"Thailand","THA","GDP growth (annual %)",1980,5.173541006
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP growth (annual %)",1980,6.254681118
"Middle East & North Africa (IDA & IBRD countries)","TMN","GDP growth (annual %)",1980,-11.87754824
"South Asia (IDA & IBRD)","TSA","GDP growth (annual %)",1980,6.510191396
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP growth (annual %)",1980,4.035719767
"Trinidad and Tobago","TTO","GDP growth (annual %)",1980,10.39081014
"Tunisia","TUN","GDP growth (annual %)",1980,7.418739595
"Turkey","TUR","GDP growth (annual %)",1980,-2.447350426
"Upper middle income","UMC","GDP growth (annual %)",1980,3.31770269
"Uruguay","URY","GDP growth (annual %)",1980,5.843400901
"United States","USA","GDP growth (annual %)",1980,-0.256751931
"St. Vincent and the Grenadines","VCT","GDP growth (annual %)",1980,2.44320224
"Venezuela, RB","VEN","GDP growth (annual %)",1980,-4.421322364
"Vanuatu","VUT","GDP growth (annual %)",1980,-11.39980671
"World","WLD","GDP growth (annual %)",1980,1.904212329
"South Africa","ZAF","GDP growth (annual %)",1980,6.620585081
"Zambia","ZMB","GDP growth (annual %)",1980,3.035622351
"Zimbabwe","ZWE","GDP growth (annual %)",1980,14.4206839
"Angola","AGO","GDP growth (annual %)",1981,-4.400001219
"Albania","ALB","GDP growth (annual %)",1981,5.745635292
"Andorra","AND","GDP growth (annual %)",1981,-0.132474511
"Arab World","ARB","GDP growth (annual %)",1981,2.918057876
"United Arab Emirates","ARE","GDP growth (annual %)",1981,4.659176674
"Argentina","ARG","GDP growth (annual %)",1981,-5.18978914
"Antigua and Barbuda","ATG","GDP growth (annual %)",1981,3.814916166
"Australia","AUS","GDP growth (annual %)",1981,3.33795895
"Austria","AUT","GDP growth (annual %)",1981,-0.14429446
"Burundi","BDI","GDP growth (annual %)",1981,12.16327557
"Belgium","BEL","GDP growth (annual %)",1981,-0.279283605
"Benin","BEN","GDP growth (annual %)",1981,9.954231167
"Burkina Faso","BFA","GDP growth (annual %)",1981,4.255303394
"Bangladesh","BGD","GDP growth (annual %)",1981,7.233943695
"Bulgaria","BGR","GDP growth (annual %)",1981,4.90016186
"Bahrain","BHR","GDP growth (annual %)",1981,-5.316697353
"Bahamas, The","BHS","GDP growth (annual %)",1981,-9.22640508
"Belize","BLZ","GDP growth (annual %)",1981,1.133770823
"Bermuda","BMU","GDP growth (annual %)",1981,2.380952381
"Bolivia","BOL","GDP growth (annual %)",1981,0.275620022
"Brazil","BRA","GDP growth (annual %)",1981,-4.3933572
"Barbados","BRB","GDP growth (annual %)",1981,-1.899751571
"Brunei Darussalam","BRN","GDP growth (annual %)",1981,-19.82671586
"Bhutan","BTN","GDP growth (annual %)",1981,13.90772904
"Botswana","BWA","GDP growth (annual %)",1981,9.064857465
"Central African Republic","CAF","GDP growth (annual %)",1981,-1.544465665
"Canada","CAN","GDP growth (annual %)",1981,3.474126328
"Switzerland","CHE","GDP growth (annual %)",1981,1.601335854
"Chile","CHL","GDP growth (annual %)",1981,6.525370365
"China","CHN","GDP growth (annual %)",1981,5.172413793
"Cote d'Ivoire","CIV","GDP growth (annual %)",1981,3.500498907
"Cameroon","CMR","GDP growth (annual %)",1981,17.08268225
"Congo, Dem. Rep.","COD","GDP growth (annual %)",1981,2.350524075
"Congo, Rep.","COG","GDP growth (annual %)",1981,17.61972247
"Colombia","COL","GDP growth (annual %)",1981,2.276872747
"Comoros","COM","GDP growth (annual %)",1981,3.864928957
"Cabo Verde","CPV","GDP growth (annual %)",1981,8.451562412
"Costa Rica","CRI","GDP growth (annual %)",1981,-2.261655507
"Caribbean small states","CSS","GDP growth (annual %)",1981,1.00941344
"Cuba","CUB","GDP growth (annual %)",1981,19.68833433
"Cyprus","CYP","GDP growth (annual %)",1981,2.516998441
"Germany","DEU","GDP growth (annual %)",1981,0.529240542
"Dominica","DMA","GDP growth (annual %)",1981,10.829331
"Denmark","DNK","GDP growth (annual %)",1981,-0.666124084
"Dominican Republic","DOM","GDP growth (annual %)",1981,4.279867479
"Algeria","DZA","GDP growth (annual %)",1981,2.999996087
"East Asia & Pacific (excluding high income)","EAP","GDP growth (annual %)",1981,5.814512137
"Early-demographic dividend","EAR","GDP growth (annual %)",1981,3.700508147
"East Asia & Pacific","EAS","GDP growth (annual %)",1981,4.571416596
"Europe & Central Asia","ECS","GDP growth (annual %)",1981,0.514013569
"Ecuador","ECU","GDP growth (annual %)",1981,5.61286412
"Egypt, Arab Rep.","EGY","GDP growth (annual %)",1981,7.348553897
"Euro area","EMU","GDP growth (annual %)",1981,0.513925234
"Spain","ESP","GDP growth (annual %)",1981,-0.132468612
"European Union","EUU","GDP growth (annual %)",1981,0.320785186
"Finland","FIN","GDP growth (annual %)",1981,1.271598742
"Fiji","FJI","GDP growth (annual %)",1981,6.329990548
"France","FRA","GDP growth (annual %)",1981,1.06901983
"Gabon","GAB","GDP growth (annual %)",1981,5.095329279
"United Kingdom","GBR","GDP growth (annual %)",1981,-0.771112368
"Georgia","GEO","GDP growth (annual %)",1981,5.267423656
"Ghana","GHA","GDP growth (annual %)",1981,-3.503066947
"Gambia, The","GMB","GDP growth (annual %)",1981,3.32189401
"Guinea-Bissau","GNB","GDP growth (annual %)",1981,18.16752815
"Equatorial Guinea","GNQ","GDP growth (annual %)",1981,5.769420503
"Greece","GRC","GDP growth (annual %)",1981,-1.553721226
"Grenada","GRD","GDP growth (annual %)",1981,1.534187499
"Greenland","GRL","GDP growth (annual %)",1981,0.665279563
"Guatemala","GTM","GDP growth (annual %)",1981,0.646858611
"Guyana","GUY","GDP growth (annual %)",1981,1.49616592
"High income","HIC","GDP growth (annual %)",1981,1.977395605
"Hong Kong SAR, China","HKG","GDP growth (annual %)",1981,9.260846963
"Honduras","HND","GDP growth (annual %)",1981,-1.222035023
"Heavily indebted poor countries (HIPC)","HPC","GDP growth (annual %)",1981,3.576533728
"Haiti","HTI","GDP growth (annual %)",1981,-2.852709712
"IBRD only","IBD","GDP growth (annual %)",1981,1.940806342
"IDA & IBRD total","IBT","GDP growth (annual %)",1981,1.642233465
"IDA total","IDA","GDP growth (annual %)",1981,-1.439469541
"IDA blend","IDB","GDP growth (annual %)",1981,-4.868843951
"Indonesia","IDN","GDP growth (annual %)",1981,7.927156824
"IDA only","IDX","GDP growth (annual %)",1981,3.355231892
"India","IND","GDP growth (annual %)",1981,6.006203624
"Ireland","IRL","GDP growth (annual %)",1981,3.325215695
"Iran, Islamic Rep.","IRN","GDP growth (annual %)",1981,-5.176038395
"Iraq","IRQ","GDP growth (annual %)",1981,-0.728728068
"Iceland","ISL","GDP growth (annual %)",1981,4.265007104
"Israel","ISR","GDP growth (annual %)",1981,5.339926957
"Italy","ITA","GDP growth (annual %)",1981,0.844227625
"Jamaica","JAM","GDP growth (annual %)",1981,2.639447994
"Jordan","JOR","GDP growth (annual %)",1981,4.707515069
"Japan","JPN","GDP growth (annual %)",1981,4.209336465
"Kenya","KEN","GDP growth (annual %)",1981,3.773544197
"Kiribati","KIR","GDP growth (annual %)",1981,-3.305785124
"St. Kitts and Nevis","KNA","GDP growth (annual %)",1981,1.546475426
"Korea, Rep.","KOR","GDP growth (annual %)",1981,7.180510839
"Latin America & Caribbean (excluding high income)","LAC","GDP growth (annual %)",1981,0.174942545
"St. Lucia","LCA","GDP growth (annual %)",1981,6.310253181
"Latin America & Caribbean","LCN","GDP growth (annual %)",1981,0.381447758
"Least developed countries: UN classification","LDC","GDP growth (annual %)",1981,2.595967695
"Liechtenstein","LIE","GDP growth (annual %)",1981,4.814820214
"Sri Lanka","LKA","GDP growth (annual %)",1981,5.699524769
"Lower middle income","LMC","GDP growth (annual %)",1981,2.829267464
"Low & middle income","LMY","GDP growth (annual %)",1981,1.677611578
"Lesotho","LSO","GDP growth (annual %)",1981,0.694638145
"Late-demographic dividend","LTE","GDP growth (annual %)",1981,-0.117513861
"Luxembourg","LUX","GDP growth (annual %)",1981,-0.550950091
"Morocco","MAR","GDP growth (annual %)",1981,-1.74343493
"Monaco","MCO","GDP growth (annual %)",1981,0.922378369
"Madagascar","MDG","GDP growth (annual %)",1981,-9.698788375
"Middle East & North Africa","MEA","GDP growth (annual %)",1981,1.460456608
"Mexico","MEX","GDP growth (annual %)",1981,8.525606663
"Middle income","MIC","GDP growth (annual %)",1981,1.684686783
"Mali","MLI","GDP growth (annual %)",1981,1.508804297
"Malta","MLT","GDP growth (annual %)",1981,3.311762074
"Myanmar","MMR","GDP growth (annual %)",1981,6.355754592
"Middle East & North Africa (excluding high income)","MNA","GDP growth (annual %)",1981,-0.942118936
"Mozambique","MOZ","GDP growth (annual %)",1981,5.000002949
"Mauritania","MRT","GDP growth (annual %)",1981,3.45028842
"Mauritius","MUS","GDP growth (annual %)",1981,5.882352901
"Malawi","MWI","GDP growth (annual %)",1981,-5.290119219
"Malaysia","MYS","GDP growth (annual %)",1981,6.942104199
"North America","NAC","GDP growth (annual %)",1981,2.631001947
"Namibia","NAM","GDP growth (annual %)",1981,0.971449499
"New Caledonia","NCL","GDP growth (annual %)",1981,-6.999999369
"Niger","NER","GDP growth (annual %)",1981,0.608915239
"Nigeria","NGA","GDP growth (annual %)",1981,-13.12788049
"Nicaragua","NIC","GDP growth (annual %)",1981,5.36329019
"Netherlands","NLD","GDP growth (annual %)",1981,-0.783611618
"Norway","NOR","GDP growth (annual %)",1981,1.598274364
"Nepal","NPL","GDP growth (annual %)",1981,8.341974134
"New Zealand","NZL","GDP growth (annual %)",1981,4.655956872
"OECD members","OED","GDP growth (annual %)",1981,2.121254319
"Oman","OMN","GDP growth (annual %)",1981,17.04707839
"Pakistan","PAK","GDP growth (annual %)",1981,7.920763572
"Panama","PAN","GDP growth (annual %)",1981,9.206809453
"Peru","PER","GDP growth (annual %)",1981,5.552041815
"Philippines","PHL","GDP growth (annual %)",1981,3.423269177
"Papua New Guinea","PNG","GDP growth (annual %)",1981,-0.274829571
"Pre-demographic dividend","PRE","GDP growth (annual %)",1981,-4.22952927
"Puerto Rico","PRI","GDP growth (annual %)",1981,1.147947225
"Portugal","PRT","GDP growth (annual %)",1981,1.618103485
"Paraguay","PRY","GDP growth (annual %)",1981,9.17045885
"Post-demographic dividend","PST","GDP growth (annual %)",1981,1.953606672
"French Polynesia","PYF","GDP growth (annual %)",1981,8.504729377
"Rwanda","RWA","GDP growth (annual %)",1981,5.43619948
"South Asia","SAS","GDP growth (annual %)",1981,6.330592617
"Saudi Arabia","SAU","GDP growth (annual %)",1981,1.943004454
"Sudan","SDN","GDP growth (annual %)",1981,7.437563655
"Senegal","SEN","GDP growth (annual %)",1981,5.069516436
"Singapore","SGP","GDP growth (annual %)",1981,10.81613074
"Sierra Leone","SLE","GDP growth (annual %)",1981,2.881428565
"El Salvador","SLV","GDP growth (annual %)",1981,-10.45093667
"Somalia","SOM","GDP growth (annual %)",1981,5.662699661
"Sub-Saharan Africa (excluding high income)","SSA","GDP growth (annual %)",1981,-0.456246515
"Sub-Saharan Africa","SSF","GDP growth (annual %)",1981,-0.461787792
"Suriname","SUR","GDP growth (annual %)",1981,7.1
"Sweden","SWE","GDP growth (annual %)",1981,0.454830446
"Eswatini","SWZ","GDP growth (annual %)",1981,14.64144107
"Seychelles","SYC","GDP growth (annual %)",1981,-8.21517887
"Syrian Arab Republic","SYR","GDP growth (annual %)",1981,9.5077117
"Chad","TCD","GDP growth (annual %)",1981,1.042918103
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP growth (annual %)",1981,5.814512137
"Togo","TGO","GDP growth (annual %)",1981,-3.315186078
"Thailand","THA","GDP growth (annual %)",1981,5.906867763
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP growth (annual %)",1981,0.150090626
"Middle East & North Africa (IDA & IBRD countries)","TMN","GDP growth (annual %)",1981,-0.942118936
"South Asia (IDA & IBRD)","TSA","GDP growth (annual %)",1981,6.330592617
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP growth (annual %)",1981,-0.461787792
"Trinidad and Tobago","TTO","GDP growth (annual %)",1981,4.577208558
"Tunisia","TUN","GDP growth (annual %)",1981,5.514072828
"Turkey","TUR","GDP growth (annual %)",1981,4.856648767
"Upper middle income","UMC","GDP growth (annual %)",1981,1.349069574
"Uruguay","URY","GDP growth (annual %)",1981,1.559559829
"United States","USA","GDP growth (annual %)",1981,2.537718698
"St. Vincent and the Grenadines","VCT","GDP growth (annual %)",1981,4.61399932
"Venezuela, RB","VEN","GDP growth (annual %)",1981,-0.362810903
"Vanuatu","VUT","GDP growth (annual %)",1981,4.199653092
"World","WLD","GDP growth (annual %)",1981,1.922996979
"South Africa","ZAF","GDP growth (annual %)",1981,5.360737419
"Zambia","ZMB","GDP growth (annual %)",1981,6.167957407
"Zimbabwe","ZWE","GDP growth (annual %)",1981,12.52542486
"Angola","AGO","GDP growth (annual %)",1982,0
"Albania","ALB","GDP growth (annual %)",1982,2.948596802
"Andorra","AND","GDP growth (annual %)",1982,1.246461113
"Arab World","ARB","GDP growth (annual %)",1982,-9.07078837
"United Arab Emirates","ARE","GDP growth (annual %)",1982,-6.719316186
"Argentina","ARG","GDP growth (annual %)",1982,-0.735659162
"Antigua and Barbuda","ATG","GDP growth (annual %)",1982,-0.084012264
"Australia","AUS","GDP growth (annual %)",1982,3.32840049
"Austria","AUT","GDP growth (annual %)",1982,2.011254359
"Burundi","BDI","GDP growth (annual %)",1982,-1.05359982
"Belgium","BEL","GDP growth (annual %)",1982,0.59498692
"Benin","BEN","GDP growth (annual %)",1982,2.235066345
"Burkina Faso","BFA","GDP growth (annual %)",1982,9.562196623
"Bangladesh","BGD","GDP growth (annual %)",1982,2.134327836
"Bulgaria","BGR","GDP growth (annual %)",1982,2.334565592
"Bahrain","BHR","GDP growth (annual %)",1982,-7.556217712
"Bahamas, The","BHS","GDP growth (annual %)",1982,6.698897756
"Belize","BLZ","GDP growth (annual %)",1982,-0.107710429
"Bermuda","BMU","GDP growth (annual %)",1982,-5.285412262
"Bolivia","BOL","GDP growth (annual %)",1982,-3.93874102
"Brazil","BRA","GDP growth (annual %)",1982,0.580245553
"Barbados","BRB","GDP growth (annual %)",1982,-4.900938478
"Brunei Darussalam","BRN","GDP growth (annual %)",1982,3.956654938
"Bhutan","BTN","GDP growth (annual %)",1982,3.413941475
"Botswana","BWA","GDP growth (annual %)",1982,12.16553186
"Central African Republic","CAF","GDP growth (annual %)",1982,7.715783631
"Canada","CAN","GDP growth (annual %)",1982,-3.187262085
"Switzerland","CHE","GDP growth (annual %)",1982,-1.30941744
"Chile","CHL","GDP growth (annual %)",1982,-11.01430506
"China","CHN","GDP growth (annual %)",1982,8.93442623
"Cote d'Ivoire","CIV","GDP growth (annual %)",1982,0.200822352
"Cameroon","CMR","GDP growth (annual %)",1982,7.516202606
"Congo, Dem. Rep.","COD","GDP growth (annual %)",1982,-0.457677609
"Congo, Rep.","COG","GDP growth (annual %)",1982,23.59769996
"Colombia","COL","GDP growth (annual %)",1982,0.948420786
"Comoros","COM","GDP growth (annual %)",1982,6.38331701
"Cabo Verde","CPV","GDP growth (annual %)",1982,2.825030083
"Costa Rica","CRI","GDP growth (annual %)",1982,-7.285568847
"Caribbean small states","CSS","GDP growth (annual %)",1982,1.314811484
"Cuba","CUB","GDP growth (annual %)",1982,8.918234965
"Cyprus","CYP","GDP growth (annual %)",1982,6.021708985
"Germany","DEU","GDP growth (annual %)",1982,-0.394840749
"Dominica","DMA","GDP growth (annual %)",1982,4.127683495
"Denmark","DNK","GDP growth (annual %)",1982,3.684572894
"Dominican Republic","DOM","GDP growth (annual %)",1982,1.69870863
"Algeria","DZA","GDP growth (annual %)",1982,6.400004116
"East Asia & Pacific (excluding high income)","EAP","GDP growth (annual %)",1982,6.024027165
"Early-demographic dividend","EAR","GDP growth (annual %)",1982,0.098411476
"East Asia & Pacific","EAS","GDP growth (annual %)",1982,3.922776921
"Europe & Central Asia","ECS","GDP growth (annual %)",1982,0.945771377
"Ecuador","ECU","GDP growth (annual %)",1982,0.614845354
"Egypt, Arab Rep.","EGY","GDP growth (annual %)",1982,9.907171134
"Euro area","EMU","GDP growth (annual %)",1982,0.716223589
"Spain","ESP","GDP growth (annual %)",1982,1.246461726
"Ethiopia","ETH","GDP growth (annual %)",1982,0.916013858
"European Union","EUU","GDP growth (annual %)",1982,0.980596005
"Finland","FIN","GDP growth (annual %)",1982,3.068611372
"Fiji","FJI","GDP growth (annual %)",1982,-5.9784862
"France","FRA","GDP growth (annual %)",1982,2.505396582
"Gabon","GAB","GDP growth (annual %)",1982,-3.097520398
"United Kingdom","GBR","GDP growth (annual %)",1982,2.010343673
"Georgia","GEO","GDP growth (annual %)",1982,2.001538541
"Ghana","GHA","GDP growth (annual %)",1982,-6.92365041
"Gambia, The","GMB","GDP growth (annual %)",1982,-0.764582639
"Guinea-Bissau","GNB","GDP growth (annual %)",1982,4.200082135
"Equatorial Guinea","GNQ","GDP growth (annual %)",1982,2.201675946
"Greece","GRC","GDP growth (annual %)",1982,-1.132647554
"Grenada","GRD","GDP growth (annual %)",1982,4.124261647
"Greenland","GRL","GDP growth (annual %)",1982,-4.41966084
"Guatemala","GTM","GDP growth (annual %)",1982,-3.530089009
"Guyana","GUY","GDP growth (annual %)",1982,-13.19013449
"High income","HIC","GDP growth (annual %)",1982,-0.05756679
"Hong Kong SAR, China","HKG","GDP growth (annual %)",1982,2.949870313
"Honduras","HND","GDP growth (annual %)",1982,-2.074660896
"Heavily indebted poor countries (HIPC)","HPC","GDP growth (annual %)",1982,1.098969792
"Haiti","HTI","GDP growth (annual %)",1982,-3.563745223
"IBRD only","IBD","GDP growth (annual %)",1982,2.628417808
"IDA & IBRD total","IBT","GDP growth (annual %)",1982,2.363832616
"IDA total","IDA","GDP growth (annual %)",1982,-0.387062919
"IDA blend","IDB","GDP growth (annual %)",1982,-1.3107638
"Indonesia","IDN","GDP growth (annual %)",1982,2.24644534
"IDA only","IDX","GDP growth (annual %)",1982,0.760154792
"India","IND","GDP growth (annual %)",1982,3.47573324
"Ireland","IRL","GDP growth (annual %)",1982,2.283468514
"Iran, Islamic Rep.","IRN","GDP growth (annual %)",1982,27.21041251
"Iraq","IRQ","GDP growth (annual %)",1982,3.433977981
"Iceland","ISL","GDP growth (annual %)",1982,2.154566246
"Israel","ISR","GDP growth (annual %)",1982,2.082499968
"Italy","ITA","GDP growth (annual %)",1982,0.413585659
"Jamaica","JAM","GDP growth (annual %)",1982,2.069231624
"Jordan","JOR","GDP growth (annual %)",1982,7.385024588
"Japan","JPN","GDP growth (annual %)",1982,3.312456737
"Kenya","KEN","GDP growth (annual %)",1982,1.506478254
"Kiribati","KIR","GDP growth (annual %)",1982,6.837606838
"St. Kitts and Nevis","KNA","GDP growth (annual %)",1982,0.549175952
"Korea, Rep.","KOR","GDP growth (annual %)",1982,8.265021265
"Latin America & Caribbean (excluding high income)","LAC","GDP growth (annual %)",1982,-0.092451116
"St. Lucia","LCA","GDP growth (annual %)",1982,2.086342108
"Latin America & Caribbean","LCN","GDP growth (annual %)",1982,-0.438274041
"Least developed countries: UN classification","LDC","GDP growth (annual %)",1982,1.387312667
"Liechtenstein","LIE","GDP growth (annual %)",1982,-1.590106881
"Sri Lanka","LKA","GDP growth (annual %)",1982,4.1414957
"Lower middle income","LMC","GDP growth (annual %)",1982,2.177320643
"Low & middle income","LMY","GDP growth (annual %)",1982,2.638415001
"Lesotho","LSO","GDP growth (annual %)",1982,4.457203889
"Late-demographic dividend","LTE","GDP growth (annual %)",1982,1.702941868
"Luxembourg","LUX","GDP growth (annual %)",1982,1.131296333
"Morocco","MAR","GDP growth (annual %)",1982,8.957372023
"Monaco","MCO","GDP growth (annual %)",1982,2.432389472
"Madagascar","MDG","GDP growth (annual %)",1982,-1.810194161
"Middle East & North Africa","MEA","GDP growth (annual %)",1982,-1.946198168
"Mexico","MEX","GDP growth (annual %)",1982,-0.520808042
"Marshall Islands","MHL","GDP growth (annual %)",1982,4.831228371
"Middle income","MIC","GDP growth (annual %)",1982,2.681192424
"Mali","MLI","GDP growth (annual %)",1982,-7.378433046
"Malta","MLT","GDP growth (annual %)",1982,2.284452306
"Myanmar","MMR","GDP growth (annual %)",1982,5.603876426
"Middle East & North Africa (excluding high income)","MNA","GDP growth (annual %)",1982,15.78493376
"Mongolia","MNG","GDP growth (annual %)",1982,8.342136115
"Mozambique","MOZ","GDP growth (annual %)",1982,-6.899999439
"Mauritania","MRT","GDP growth (annual %)",1982,-2.339924122
"Mauritius","MUS","GDP growth (annual %)",1982,5.497075927
"Malawi","MWI","GDP growth (annual %)",1982,2.503453814
"Malaysia","MYS","GDP growth (annual %)",1982,5.943152455
"North America","NAC","GDP growth (annual %)",1982,-1.943632677
"Namibia","NAM","GDP growth (annual %)",1982,-0.398090744
"New Caledonia","NCL","GDP growth (annual %)",1982,2.399992488
"Niger","NER","GDP growth (annual %)",1982,1.6231022
"Nigeria","NGA","GDP growth (annual %)",1982,-6.803388815
"Nicaragua","NIC","GDP growth (annual %)",1982,-0.816361919
"Netherlands","NLD","GDP growth (annual %)",1982,-1.240756771
"Norway","NOR","GDP growth (annual %)",1982,0.235354478
"Nepal","NPL","GDP growth (annual %)",1982,3.779374654
"New Zealand","NZL","GDP growth (annual %)",1982,0.929772182
"OECD members","OED","GDP growth (annual %)",1982,0.320184873
"Oman","OMN","GDP growth (annual %)",1982,11.5698374
"Pakistan","PAK","GDP growth (annual %)",1982,6.5374868
"Panama","PAN","GDP growth (annual %)",1982,5.348456439
"Peru","PER","GDP growth (annual %)",1982,-0.222723444
"Philippines","PHL","GDP growth (annual %)",1982,3.619327606
"Papua New Guinea","PNG","GDP growth (annual %)",1982,0.352944288
"Pre-demographic dividend","PRE","GDP growth (annual %)",1982,-1.104568935
"Puerto Rico","PRI","GDP growth (annual %)",1982,-1.556643208
"Portugal","PRT","GDP growth (annual %)",1982,2.135375306
"Paraguay","PRY","GDP growth (annual %)",1982,-1.397617717
"Pacific island small states","PSS","GDP growth (annual %)",1982,-2.65138692
"Post-demographic dividend","PST","GDP growth (annual %)",1982,0.366887684
"French Polynesia","PYF","GDP growth (annual %)",1982,9.971638464
"Rwanda","RWA","GDP growth (annual %)",1982,1.810846446
"South Asia","SAS","GDP growth (annual %)",1982,3.751624838
"Saudi Arabia","SAU","GDP growth (annual %)",1982,-20.72988831
"Sudan","SDN","GDP growth (annual %)",1982,5.958666434
"Senegal","SEN","GDP growth (annual %)",1982,7.843064628
"Singapore","SGP","GDP growth (annual %)",1982,7.101890258
"Sierra Leone","SLE","GDP growth (annual %)",1982,4.781755535
"El Salvador","SLV","GDP growth (annual %)",1982,-6.305793521
"Somalia","SOM","GDP growth (annual %)",1982,4.072294578
"Sub-Saharan Africa (excluding high income)","SSA","GDP growth (annual %)",1982,-1.135071979
"Sub-Saharan Africa","SSF","GDP growth (annual %)",1982,-1.135060694
"Suriname","SUR","GDP growth (annual %)",1982,-4.2
"Sweden","SWE","GDP growth (annual %)",1982,1.248664677
"Eswatini","SWZ","GDP growth (annual %)",1982,1.17256788
"Seychelles","SYC","GDP growth (annual %)",1982,-1.117673623
"Syrian Arab Republic","SYR","GDP growth (annual %)",1982,2.122151352
"Chad","TCD","GDP growth (annual %)",1982,5.346608999
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP growth (annual %)",1982,6.024027165
"Togo","TGO","GDP growth (annual %)",1982,-3.582402546
"Thailand","THA","GDP growth (annual %)",1982,5.352348751
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP growth (annual %)",1982,-0.564363323
"Middle East & North Africa (IDA & IBRD countries)","TMN","GDP growth (annual %)",1982,15.78493376
"Tonga","TON","GDP growth (annual %)",1982,4.741265411
"South Asia (IDA & IBRD)","TSA","GDP growth (annual %)",1982,3.751624838
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP growth (annual %)",1982,-1.135060694
"Trinidad and Tobago","TTO","GDP growth (annual %)",1982,3.799318071
"Tunisia","TUN","GDP growth (annual %)",1982,-0.493737603
"Turkey","TUR","GDP growth (annual %)",1982,3.563227812
"Upper middle income","UMC","GDP growth (annual %)",1982,2.831435596
"Uruguay","URY","GDP growth (annual %)",1982,-9.757871461
"United States","USA","GDP growth (annual %)",1982,-1.802874453
"St. Vincent and the Grenadines","VCT","GDP growth (annual %)",1982,4.476429772
"Venezuela, RB","VEN","GDP growth (annual %)",1982,-2.071006071
"Vanuatu","VUT","GDP growth (annual %)",1982,10.70011702
"World","WLD","GDP growth (annual %)",1982,0.431396294
"South Africa","ZAF","GDP growth (annual %)",1982,-0.383390769
"Zambia","ZMB","GDP growth (annual %)",1982,-2.812782629
"Zimbabwe","ZWE","GDP growth (annual %)",1982,2.634297144
"Angola","AGO","GDP growth (annual %)",1983,4.200001428
"Albania","ALB","GDP growth (annual %)",1983,1.104938262
"Andorra","AND","GDP growth (annual %)",1983,1.770118317
"Arab World","ARB","GDP growth (annual %)",1983,-6.836564671
"United Arab Emirates","ARE","GDP growth (annual %)",1983,-4.7458207
"Argentina","ARG","GDP growth (annual %)",1983,4.34909328
"Antigua and Barbuda","ATG","GDP growth (annual %)",1983,5.364016273
"Australia","AUS","GDP growth (annual %)",1983,-2.220458135
"Austria","AUT","GDP growth (annual %)",1983,2.973087981
"Burundi","BDI","GDP growth (annual %)",1983,3.715326991
"Belgium","BEL","GDP growth (annual %)",1983,0.311842765
"Benin","BEN","GDP growth (annual %)",1983,-4.347822734
"Burkina Faso","BFA","GDP growth (annual %)",1983,0.34598474
